,Unnamed: 0,Техническое место,Название технического места,level_upper,code,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8
2,2,03,АО Полюс Вернинское,no_data,first03,first03,no_data,no_data,no_data,no_data,no_data,no_data,no_data
3,3,03-999,Удаленное оборудование,03,first03-999,first03,999,no_data,no_data,no_data,no_data,no_data,no_data
4,4,03-999-1201,Удаленные ЕО ЗИФ,03-999,first03-999-1201,first03,999,1201,no_data,no_data,no_data,no_data,no_data
5,5,03-999-1202,Удаленные ЕО ГТК,03-999,first03-999-1202,first03,999,1202,no_data,no_data,no_data,no_data,no_data
6,6,03-999-TIR2,Удаленные шины (утилизированные),03-999,first03-999-TIR2,first03,999,TIR2,no_data,no_data,no_data,no_data,no_data
7,7,03-999-TIRE,Удаленные шины (утилизированные),03-999,first03-999-TIRE,first03,999,TIRE,no_data,no_data,no_data,no_data,no_data
8,8,03-999-UZAP,"Удаленные ЕО участок ""Западный""",03-999,first03-999-UZAP,first03,999,UZAP,no_data,no_data,no_data,no_data,no_data
9,9,03-ATP,Служба автоматизации техпроцессов,03,first03-ATP,first03,ATP,no_data,no_data,no_data,no_data,no_data,no_data
10,10,03-ATP-AS01,Система АСУТП 010LCP01A01,03-ATP-ASUT,first03-ATP-AS01,first03,ATP,AS01,no_data,no_data,no_data,no_data,no_data
11,11,03-ATP-AS02,Система АСУТП 030LCP02A01,03-ATP-ASUT,first03-ATP-AS02,first03,ATP,AS02,no_data,no_data,no_data,no_data,no_data
12,12,03-ATP-AS03,Система АСУТП 040LCP01A01,03-ATP-ASUT,first03-ATP-AS03,first03,ATP,AS03,no_data,no_data,no_data,no_data,no_data
13,13,03-ATP-AS04,Система АСУТП 110LCP01A01,03-ATP-ASUT,first03-ATP-AS04,first03,ATP,AS04,no_data,no_data,no_data,no_data,no_data
14,14,03-ATP-AS05,Система АСУТП 110WT100A01,03-ATP-ASUT,first03-ATP-AS05,first03,ATP,AS05,no_data,no_data,no_data,no_data,no_data
15,15,03-ATP-AS06,Система АСУТП 120WT100A01,03-ATP-ASUT,first03-ATP-AS06,first03,ATP,AS06,no_data,no_data,no_data,no_data,no_data
16,16,03-ATP-AS07,Система АСУТП 130LCP03A01,03-ATP-ASUT,first03-ATP-AS07,first03,ATP,AS07,no_data,no_data,no_data,no_data,no_data
17,17,03-ATP-AS08,Система АСУТП 130WT100A01,03-ATP-ASUT,first03-ATP-AS08,first03,ATP,AS08,no_data,no_data,no_data,no_data,no_data
18,18,03-ATP-AS09,Система АСУТП (Acacia) 140LCP01A02,03-ATP-ASUT,first03-ATP-AS09,first03,ATP,AS09,no_data,no_data,no_data,no_data,no_data
19,19,03-ATP-AS10,Система АСУТП 140WT100A01,03-ATP-ASUT,first03-ATP-AS10,first03,ATP,AS10,no_data,no_data,no_data,no_data,no_data
20,20,03-ATP-AS11,Система АСУТП 150WT100A01,03-ATP-ASUT,first03-ATP-AS11,first03,ATP,AS11,no_data,no_data,no_data,no_data,no_data
21,21,03-ATP-AS12,Система АСУТП 930LCP01A01,03-ATP-ASUT,first03-ATP-AS12,first03,ATP,AS12,no_data,no_data,no_data,no_data,no_data
22,22,03-ATP-AS13,Система АСУТП 991CS100,03-ATP-ASUT,first03-ATP-AS13,first03,ATP,AS13,no_data,no_data,no_data,no_data,no_data
23,23,03-ATP-AS14,Система АСУТП 992CS100,03-ATP-ASUT,first03-ATP-AS14,first03,ATP,AS14,no_data,no_data,no_data,no_data,no_data
24,24,03-ATP-AS15,Система АСУТП 993CS100,03-ATP-ASUT,first03-ATP-AS15,first03,ATP,AS15,no_data,no_data,no_data,no_data,no_data
25,25,03-ATP-AS16,Система АСУТП Альфа-7,03-ATP-ASUT,first03-ATP-AS16,first03,ATP,AS16,no_data,no_data,no_data,no_data,no_data
26,26,03-ATP-ASUT,АСУТП,03-ATP,first03-ATP-ASUT,first03,ATP,ASUT,no_data,no_data,no_data,no_data,no_data
27,27,03-ATP-PO01,ИБП №991UP100A01,03-ATP-POWR,first03-ATP-PO01,first03,ATP,PO01,no_data,no_data,no_data,no_data,no_data
28,28,03-ATP-PO02,ИБП №992UP100A01,03-ATP-POWR,first03-ATP-PO02,first03,ATP,PO02,no_data,no_data,no_data,no_data,no_data
29,29,03-ATP-PO03,ИБП №991UP110A01,03-ATP-POWR,first03-ATP-PO03,first03,ATP,PO03,no_data,no_data,no_data,no_data,no_data
30,30,03-ATP-PO04,ИБП №993UP100A01,03-ATP-POWR,first03-ATP-PO04,first03,ATP,PO04,no_data,no_data,no_data,no_data,no_data
31,31,03-ATP-POWR,Источники питания,03-ATP,first03-ATP-POWR,first03,ATP,POWR,no_data,no_data,no_data,no_data,no_data
32,32,03-BOD,г. Бодайбо,03,first03-BOD,first03,BOD,no_data,no_data,no_data,no_data,no_data,no_data
33,33,03-BOD-BL01,"Кв 2-комнатная (п.3, эт.1, кв.36) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL01,first03,BOD,BL01,no_data,no_data,no_data,no_data,no_data
34,34,03-BOD-BL02,"Кв 2-комнатная (п.3, эт.1, кв.37) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL02,first03,BOD,BL02,no_data,no_data,no_data,no_data,no_data
35,35,03-BOD-BL03,"Кв 2-комнатная (п.3, эт.1, кв.38) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL03,first03,BOD,BL03,no_data,no_data,no_data,no_data,no_data
36,36,03-BOD-BL04,"Кв 2-комнатная (п.3, эт.2, кв.39) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL04,first03,BOD,BL04,no_data,no_data,no_data,no_data,no_data
37,37,03-BOD-BL05,"Кв 2-комнатная (п.3, эт.2, кв.40а) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL05,first03,BOD,BL05,no_data,no_data,no_data,no_data,no_data
38,38,03-BOD-BL06,"Кв 2-комнатная (п.3, эт.2, кв.41а) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL06,first03,BOD,BL06,no_data,no_data,no_data,no_data,no_data
39,39,03-BOD-BL07,"Кв 2-комнатная (п.3, эт.3, кв.42а) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL07,first03,BOD,BL07,no_data,no_data,no_data,no_data,no_data
40,40,03-BOD-BL08,"Кв 2-комнатная (п.3, эт.3, кв.43а) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL08,first03,BOD,BL08,no_data,no_data,no_data,no_data,no_data
41,41,03-BOD-BL09,"Кв 2-комнатная (п.3, эт.3, кв.44) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL09,first03,BOD,BL09,no_data,no_data,no_data,no_data,no_data
42,42,03-BOD-BL10,"Кв 2-комнатная (п.3, эт.4, кв.45) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL10,first03,BOD,BL10,no_data,no_data,no_data,no_data,no_data
43,43,03-BOD-BL11,"Кв 2-комнатная (п.3, эт.4, кв.46) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL11,first03,BOD,BL11,no_data,no_data,no_data,no_data,no_data
44,44,03-BOD-BL12,"Кв 2-комнатная (п.3, эт.4, кв.47) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL12,first03,BOD,BL12,no_data,no_data,no_data,no_data,no_data
45,45,03-BOD-BL13,"Кв 2-комнатная (п.3, эт.5, кв.48) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL13,first03,BOD,BL13,no_data,no_data,no_data,no_data,no_data
46,46,03-BOD-BL14,"Кв 2-комнатная (п.3, эт.5, кв.49) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL14,first03,BOD,BL14,no_data,no_data,no_data,no_data,no_data
47,47,03-BOD-BL15,"Кв 2-комнатная (п.3, эт.5, кв.50) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL15,first03,BOD,BL15,no_data,no_data,no_data,no_data,no_data
48,48,03-BOD-BL16,"Кв 2-комнатная (п.4, эт.1, кв.51а) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL16,first03,BOD,BL16,no_data,no_data,no_data,no_data,no_data
49,49,03-BOD-BL17,"Кв 1-комнатная (п.4, эт.1, кв.52) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL17,first03,BOD,BL17,no_data,no_data,no_data,no_data,no_data
50,50,03-BOD-BL18,"Кв 1-комнатная (п.4, эт.1, кв.53) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL18,first03,BOD,BL18,no_data,no_data,no_data,no_data,no_data
51,51,03-BOD-BL19,"Кв 1-комнатная (п.4, эт.1, кв.54) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL19,first03,BOD,BL19,no_data,no_data,no_data,no_data,no_data
52,52,03-BOD-BL20,"Кв 2-комнатная (п.4, эт.2, кв.55) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL20,first03,BOD,BL20,no_data,no_data,no_data,no_data,no_data
53,53,03-BOD-BL21,"Кв 1-комнатная (п.4, эт.2, кв.56) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL21,first03,BOD,BL21,no_data,no_data,no_data,no_data,no_data
54,54,03-BOD-BL22,"Кв 1-комнатная (п.4, эт.2, кв.57) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL22,first03,BOD,BL22,no_data,no_data,no_data,no_data,no_data
55,55,03-BOD-BL23,"Кв 1-комнатная (п.4, эт.2, кв.58) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL23,first03,BOD,BL23,no_data,no_data,no_data,no_data,no_data
56,56,03-BOD-BL24,"Квартира (ч.1) (п.4, эт.3, кв.61а) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL24,first03,BOD,BL24,no_data,no_data,no_data,no_data,no_data
57,57,03-BOD-BL25,"Квартира (ч.2) (п.4, эт.3, кв.61а) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL25,first03,BOD,BL25,no_data,no_data,no_data,no_data,no_data
58,58,03-BOD-BL26,"Кв 2-комнатная (п.4, эт.4, кв.63) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL26,first03,BOD,BL26,no_data,no_data,no_data,no_data,no_data
59,59,03-BOD-BL27,"Кв 1-комнатная (п.4, эт.4, кв.64) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL27,first03,BOD,BL27,no_data,no_data,no_data,no_data,no_data
60,60,03-BOD-BL28,"Кв 1-комнатная (п.4, эт.4, кв.65) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL28,first03,BOD,BL28,no_data,no_data,no_data,no_data,no_data
61,61,03-BOD-BL29,"Кв 1-комнатная (п.4, эт.4, кв.66) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL29,first03,BOD,BL29,no_data,no_data,no_data,no_data,no_data
62,62,03-BOD-BL30,"Кв 2-комнатная (п.4, эт.5, кв.67) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL30,first03,BOD,BL30,no_data,no_data,no_data,no_data,no_data
63,63,03-BOD-BL31,"Кв 1-комнатная (п.4, эт.5, кв.68) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL31,first03,BOD,BL31,no_data,no_data,no_data,no_data,no_data
64,64,03-BOD-BL32,"Кв 1-комнатная (п.4, эт.5, кв.69) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL32,first03,BOD,BL32,no_data,no_data,no_data,no_data,no_data
65,65,03-BOD-BL33,"Кв 1-комнатная (п.4, эт.5, кв.70) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL33,first03,BOD,BL33,no_data,no_data,no_data,no_data,no_data
66,66,03-BOD-BL34,Здание админ. 1 эт. (ТС) г. Бодайбо,03-BOD-BLDN,first03-BOD-BL34,first03,BOD,BL34,no_data,no_data,no_data,no_data,no_data
67,67,03-BOD-BL35,Бытовой корпус (ТС) г. Бодайбо,03-BOD-BLDN,first03-BOD-BL35,first03,BOD,BL35,no_data,no_data,no_data,no_data,no_data
68,68,03-BOD-BL36,Здание РСЦ (верхняя база ТС) г. Бодайбо,03-BOD-BLDN,first03-BOD-BL36,first03,BOD,BL36,no_data,no_data,no_data,no_data,no_data
69,69,03-BOD-BL37,"Квартира 59а (ч.1) (п.4, эт.3) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL37,first03,BOD,BL37,no_data,no_data,no_data,no_data,no_data
70,70,03-BOD-BL38,"Квартира 59а (ч.2) (п.4, эт.3) (ЛЗ)",03-BOD-BLDN,first03-BOD-BL38,first03,BOD,BL38,no_data,no_data,no_data,no_data,no_data
71,71,03-BOD-BL39,Контора (база Бодайбо ТС) г.Бодайбо,03-BOD-BLDN,first03-BOD-BL39,first03,BOD,BL39,no_data,no_data,no_data,no_data,no_data
72,72,03-BOD-BL40,Нежилое 3-х эт. панельн (ЛЗ) г.Бодайбо,03-BOD-BLDN,first03-BOD-BL40,first03,BOD,BL40,no_data,no_data,no_data,no_data,no_data
73,73,03-BOD-BL41,Квартира 3-комнатная (ЛЗ),03-BOD-BLDN,first03-BOD-BL41,first03,BOD,BL41,no_data,no_data,no_data,no_data,no_data
74,74,03-BOD-BL42,Цех авторемонт. мастер. (ТС) Иркутская 1,03-BOD-BLDN,first03-BOD-BL42,first03,BOD,BL42,no_data,no_data,no_data,no_data,no_data
75,75,03-BOD-BL43,Здание 3 эт. кирпич. (ЛЗ) ул. Мира 2,03-BOD-BLDN,first03-BOD-BL43,first03,BOD,BL43,no_data,no_data,no_data,no_data,no_data
76,76,03-BOD-BL44,Дом 2 эт. жилой ул. Островского 9а,03-BOD-BLDN,first03-BOD-BL44,first03,BOD,BL44,no_data,no_data,no_data,no_data,no_data
77,77,03-BOD-BL45,Здание брус. 2 эт. (ул. Первомайская 52),03-BOD-BLDN,first03-BOD-BL45,first03,BOD,BL45,no_data,no_data,no_data,no_data,no_data
78,78,03-BOD-BL46,Здание для термической обраб. ГСМ,03-BOD-BLDN,first03-BOD-BL46,first03,BOD,BL46,no_data,no_data,no_data,no_data,no_data
79,79,03-BOD-BL47,Здание механического цеха кирпичное,03-BOD-BLDN,first03-BOD-BL47,first03,BOD,BL47,no_data,no_data,no_data,no_data,no_data
80,80,03-BOD-BL48,"Бетонный гараж (ЛЗ) ул.Ремесленная,57,2",03-BOD-BLDN,first03-BOD-BL48,first03,BOD,BL48,no_data,no_data,no_data,no_data,no_data
81,81,03-BOD-BL49,Квартира 3-комнатная (ЛЗ),03-BOD-BLDN,first03-BOD-BL49,first03,BOD,BL49,no_data,no_data,no_data,no_data,no_data
82,82,03-BOD-BL50,Квартира 3-комнатная (СЛ),03-BOD-BLDN,first03-BOD-BL50,first03,BOD,BL50,no_data,no_data,no_data,no_data,no_data
83,83,03-BOD-BL51,Квартира 3-комнатная (СЛ),03-BOD-BLDN,first03-BOD-BL51,first03,BOD,BL51,no_data,no_data,no_data,no_data,no_data
84,84,03-BOD-BL52,Квартира 1-комнатная (СЛ),03-BOD-BLDN,first03-BOD-BL52,first03,BOD,BL52,no_data,no_data,no_data,no_data,no_data
85,85,03-BOD-BLDN,Здания производственные и бытовые,03-BOD,first03-BOD-BLDN,first03,BOD,BLDN,no_data,no_data,no_data,no_data,no_data
86,86,03-BOD-CNST,Сооружения,03-BOD,first03-BOD-CNST,first03,BOD,CNST,no_data,no_data,no_data,no_data,no_data
87,87,03-BOD-CS01,"Склад (площадь 159,8 кв.м) №1 (ТС)",03-BOD-CNST,first03-BOD-CS01,first03,BOD,CS01,no_data,no_data,no_data,no_data,no_data
88,88,03-BOD-CS02,"Склад (площадь 450,0 кв.м) №2 (ТС)",03-BOD-CNST,first03-BOD-CS02,first03,BOD,CS02,no_data,no_data,no_data,no_data,no_data
89,89,03-BOD-CS03,"Склад (площадь 385,0 кв.м) №3 (ТС)",03-BOD-CNST,first03-BOD-CS03,first03,BOD,CS03,no_data,no_data,no_data,no_data,no_data
90,90,03-BOD-CS04,"Склад (площадь 667,9 кв.м) №5 (ТС)",03-BOD-CNST,first03-BOD-CS04,first03,BOD,CS04,no_data,no_data,no_data,no_data,no_data
91,91,03-BOD-CS05,"Склад (площадь 762,5 кв.м) №6 (ТС)",03-BOD-CNST,first03-BOD-CS05,first03,BOD,CS05,no_data,no_data,no_data,no_data,no_data
92,92,03-BOD-CS06,Автогар.дорож. мех. ход. автомашин (ТС),03-BOD-CNST,first03-BOD-CS06,first03,BOD,CS06,no_data,no_data,no_data,no_data,no_data
93,93,03-BOD-CS07,Автогараж на 50 автомобил (ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS07,first03,BOD,CS07,no_data,no_data,no_data,no_data,no_data
94,94,03-BOD-CS08,Автогараж на 50 автомобил (ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS08,first03,BOD,CS08,no_data,no_data,no_data,no_data,no_data
95,95,03-BOD-CS09,АЗС (ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS09,first03,BOD,CS09,no_data,no_data,no_data,no_data,no_data
96,96,03-BOD-CS10,Бокс тяжелого ремонта (ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS10,first03,BOD,CS10,no_data,no_data,no_data,no_data,no_data
97,97,03-BOD-CS11,"Гараж (642,3 км.м) (ТС) г.Бодайбо",03-BOD-CNST,first03-BOD-CS11,first03,BOD,CS11,no_data,no_data,no_data,no_data,no_data
98,98,03-BOD-CS12,Здание гаража 1 эт. (ТС) г. Бодайбо,03-BOD-CNST,first03-BOD-CS12,first03,BOD,CS12,no_data,no_data,no_data,no_data,no_data
99,99,03-BOD-CS13,Здание гаража 2 эт. (ТС) г. Бодайбо,03-BOD-CNST,first03-BOD-CS13,first03,BOD,CS13,no_data,no_data,no_data,no_data,no_data
100,100,03-BOD-CS14,Здание котельной ЛЗРК (ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS14,first03,BOD,CS14,no_data,no_data,no_data,no_data,no_data
101,101,03-BOD-CS15,Здание проходной (1 эт.) (ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS15,first03,BOD,CS15,no_data,no_data,no_data,no_data,no_data
102,102,03-BOD-CS16,Здание Склада-магазина (ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS16,first03,BOD,CS16,no_data,no_data,no_data,no_data,no_data
103,103,03-BOD-CS17,Нефтебаза горюче-смазоч. материалов (ТС),03-BOD-CNST,first03-BOD-CS17,first03,BOD,CS17,no_data,no_data,no_data,no_data,no_data
104,104,03-BOD-CS18,Склад материалов (база ТС) г.Бодайбо,03-BOD-CNST,first03-BOD-CS18,first03,BOD,CS18,no_data,no_data,no_data,no_data,no_data
105,105,03-BOD-CS19,"СТО (площадь 726,6 кв.м.) (ТС) г.Бодайбо",03-BOD-CNST,first03-BOD-CS19,first03,BOD,CS19,no_data,no_data,no_data,no_data,no_data
106,106,03-BOD-CS20,Внешнее благоустройство тер-рии здания,03-BOD-CNST,first03-BOD-CS20,first03,BOD,CS20,no_data,no_data,no_data,no_data,no_data
107,107,03-BOD-CS21,ЛЗ Автостоянка гБодайбо ул.Стояновича89а,03-BOD-CNST,first03-BOD-CS21,first03,BOD,CS21,no_data,no_data,no_data,no_data,no_data
108,108,03-BOD-CS22,Гараж 4 автомашины (ТС) п.Колобовщина,03-BOD-CNST,first03-BOD-CS22,first03,BOD,CS22,no_data,no_data,no_data,no_data,no_data
109,109,03-BOD-CS23,КПП нефтебазы (ТС) п.Колобовщина,03-BOD-CNST,first03-BOD-CS23,first03,BOD,CS23,no_data,no_data,no_data,no_data,no_data
110,110,03-BOD-CS24,Сис-ма пенного туш-я и водяного охл-ия,03-BOD-CNST,first03-BOD-CS24,first03,BOD,CS24,no_data,no_data,no_data,no_data,no_data
111,111,03-BOD-FC01,Забор территории складов (ТС) г.Бодайбо,03-BOD-FENC,first03-BOD-FC01,first03,BOD,FC01,no_data,no_data,no_data,no_data,no_data
112,112,03-BOD-FC02,Ограждение н/базы п.Колобовщина (ТС),03-BOD-FENC,first03-BOD-FC02,first03,BOD,FC02,no_data,no_data,no_data,no_data,no_data
113,113,03-BOD-FENC,Ограждения и заборы,03-BOD,first03-BOD-FENC,first03,BOD,FENC,no_data,no_data,no_data,no_data,no_data
114,114,03-BOD-PI01,Теплотрасса г.Бодайбо,03-BOD-PIPE,first03-BOD-PI01,first03,BOD,PI01,no_data,no_data,no_data,no_data,no_data
115,115,03-BOD-PI02,Трубопровод п.Колобовщина,03-BOD-PIPE,first03-BOD-PI02,first03,BOD,PI02,no_data,no_data,no_data,no_data,no_data
116,116,03-BOD-PIPE,Трубопроводы,03-BOD,first03-BOD-PIPE,first03,BOD,PIPE,no_data,no_data,no_data,no_data,no_data
117,117,03-BOD-TA01,Резервуар 1000 м3 №28 (ТС),03-BOD-TANK,first03-BOD-TA01,first03,BOD,TA01,no_data,no_data,no_data,no_data,no_data
118,118,03-BOD-TA02,Ёмкость 2000 м3 №43 (ТС),03-BOD-TANK,first03-BOD-TA02,first03,BOD,TA02,no_data,no_data,no_data,no_data,no_data
119,119,03-BOD-TA03,Ёмкость 2000 м3 №44 (ТС),03-BOD-TANK,first03-BOD-TA03,first03,BOD,TA03,no_data,no_data,no_data,no_data,no_data
120,120,03-BOD-TANK,Оборудование емкостное,03-BOD,first03-BOD-TANK,first03,BOD,TANK,no_data,no_data,no_data,no_data,no_data
121,121,03-BOD-VI01,Сис-ма видеонаб. в комплекте г.Бодайбо,03-BOD-VIDE,first03-BOD-VI01,first03,BOD,VI01,no_data,no_data,no_data,no_data,no_data
122,122,03-BOD-VIDE,Видеонаблюдение,03-BOD,first03-BOD-VIDE,first03,BOD,VIDE,no_data,no_data,no_data,no_data,no_data
123,123,03-CTT,Цех тяжелой техники,03,first03-CTT,first03,CTT,no_data,no_data,no_data,no_data,no_data,no_data
124,124,03-CTT-C785,Самосвалы CAT 785C,03-CTT,first03-CTT-C785,first03,CTT,C785,no_data,no_data,no_data,no_data,no_data
125,125,03-CTT-CC01,Самосвал №1619,03-CTT-C785,first03-CTT-CC01,first03,CTT,CC01,no_data,no_data,no_data,no_data,no_data
126,126,03-CTT-CC01-0001,Двигатель внутреннего сгорания,03-CTT-CC01,first03-CTT-CC01-0001,first03,CTT,CC01,0001,no_data,no_data,no_data,no_data
127,127,03-CTT-CC01-0002,Гидравлическая система,03-CTT-CC01,first03-CTT-CC01-0002,first03,CTT,CC01,0002,no_data,no_data,no_data,no_data
128,128,03-CTT-CC01-0003,Трансмиссия,03-CTT-CC01,first03-CTT-CC01-0003,first03,CTT,CC01,0003,no_data,no_data,no_data,no_data
129,129,03-CTT-CC01-0004,Ходовая часть,03-CTT-CC01,first03-CTT-CC01-0004,first03,CTT,CC01,0004,no_data,no_data,no_data,no_data
130,130,03-CTT-CC01-TIRE,Автошины и КГШ,03-CTT-CC01,first03-CTT-CC01-TIRE,first03,CTT,CC01,TIRE,no_data,no_data,no_data,no_data
131,131,03-CTT-CC02,Самосвал №1620,03-CTT-C785,first03-CTT-CC02,first03,CTT,CC02,no_data,no_data,no_data,no_data,no_data
132,132,03-CTT-CC02-0001,Двигатель внутреннего сгорания,03-CTT-CC02,first03-CTT-CC02-0001,first03,CTT,CC02,0001,no_data,no_data,no_data,no_data
133,133,03-CTT-CC02-0002,Гидравлическая система,03-CTT-CC02,first03-CTT-CC02-0002,first03,CTT,CC02,0002,no_data,no_data,no_data,no_data
134,134,03-CTT-CC02-0003,Трансмиссия,03-CTT-CC02,first03-CTT-CC02-0003,first03,CTT,CC02,0003,no_data,no_data,no_data,no_data
135,135,03-CTT-CC02-0004,Дополнительные системы,03-CTT-CC02,first03-CTT-CC02-0004,first03,CTT,CC02,0004,no_data,no_data,no_data,no_data
136,136,03-CTT-CC02-TIRE,Автошины и КГШ,03-CTT-CC02,first03-CTT-CC02-TIRE,first03,CTT,CC02,TIRE,no_data,no_data,no_data,no_data
137,137,03-CTT-K150,Самосвалы Komatsu HD1500-8,03-CTT,first03-CTT-K150,first03,CTT,K150,no_data,no_data,no_data,no_data,no_data
138,138,03-CTT-K785,Самосвалы Komatsu HD785-5,03-CTT,first03-CTT-K785,first03,CTT,K785,no_data,no_data,no_data,no_data,no_data
139,139,03-CTT-K787,Самосвалы Komatsu HD785-7,03-CTT,first03-CTT-K787,first03,CTT,K787,no_data,no_data,no_data,no_data,no_data
140,140,03-CTT-KD,Оборотный фонд HD785-7,03-CTT,first03-CTT-KD,first03,CTT,KD,no_data,no_data,no_data,no_data,no_data
141,141,03-CTT-KD01,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,CTT,KD01,no_data,no_data,no_data,no_data,no_data
142,142,03-CTT-KD01-0001,Двигатель внутреннего сгорания,03-CTT-KD01,first03-CTT-KD01-0001,first03,CTT,KD01,0001,no_data,no_data,no_data,no_data
143,143,03-CTT-KD01-0002,Топливная система,03-CTT-KD01,first03-CTT-KD01-0002,first03,CTT,KD01,0002,no_data,no_data,no_data,no_data
144,144,03-CTT-KD01-0003,Ходовая часть,03-CTT-KD01,first03-CTT-KD01-0003,first03,CTT,KD01,0003,no_data,no_data,no_data,no_data
145,145,03-CTT-KD01-0004,Дополнительные системы,03-CTT-KD01,first03-CTT-KD01-0004,first03,CTT,KD01,0004,no_data,no_data,no_data,no_data
146,146,03-CTT-KD01-TIRE,Автошины и КГШ,03-CTT-KD01,first03-CTT-KD01-TIRE,first03,CTT,KD01,TIRE,no_data,no_data,no_data,no_data
147,147,03-CTT-KD02,Самосвал №1610,03-CTT-K787,first03-CTT-KD02,first03,CTT,KD02,no_data,no_data,no_data,no_data,no_data
148,148,03-CTT-KD02-0001,Двигатель внутреннего сгорания,03-CTT-KD02,first03-CTT-KD02-0001,first03,CTT,KD02,0001,no_data,no_data,no_data,no_data
149,149,03-CTT-KD02-0002,Топливная система,03-CTT-KD02,first03-CTT-KD02-0002,first03,CTT,KD02,0002,no_data,no_data,no_data,no_data
150,150,03-CTT-KD02-0003,Ходовая часть,03-CTT-KD02,first03-CTT-KD02-0003,first03,CTT,KD02,0003,no_data,no_data,no_data,no_data
151,151,03-CTT-KD02-0004,Дополнительные системы,03-CTT-KD02,first03-CTT-KD02-0004,first03,CTT,KD02,0004,no_data,no_data,no_data,no_data
152,152,03-CTT-KD02-TIRE,Автошины и КГШ,03-CTT-KD02,first03-CTT-KD02-TIRE,first03,CTT,KD02,TIRE,no_data,no_data,no_data,no_data
153,153,03-CTT-KD03,Самосвал №1611,03-CTT-K787,first03-CTT-KD03,first03,CTT,KD03,no_data,no_data,no_data,no_data,no_data
154,154,03-CTT-KD03-0001,Двигатель внутреннего сгорания,03-CTT-KD03,first03-CTT-KD03-0001,first03,CTT,KD03,0001,no_data,no_data,no_data,no_data
155,155,03-CTT-KD03-0002,Топливная система,03-CTT-KD03,first03-CTT-KD03-0002,first03,CTT,KD03,0002,no_data,no_data,no_data,no_data
156,156,03-CTT-KD03-0003,Ходовая часть,03-CTT-KD03,first03-CTT-KD03-0003,first03,CTT,KD03,0003,no_data,no_data,no_data,no_data
157,157,03-CTT-KD03-0004,Дополнительные системы,03-CTT-KD03,first03-CTT-KD03-0004,first03,CTT,KD03,0004,no_data,no_data,no_data,no_data
158,158,03-CTT-KD03-TIRE,Автошины и КГШ,03-CTT-KD03,first03-CTT-KD03-TIRE,first03,CTT,KD03,TIRE,no_data,no_data,no_data,no_data
159,159,03-CTT-KD04,Самосвал №1612,03-CTT-K787,first03-CTT-KD04,first03,CTT,KD04,no_data,no_data,no_data,no_data,no_data
160,160,03-CTT-KD04-0001,Двигатель внутреннего сгорания,03-CTT-KD04,first03-CTT-KD04-0001,first03,CTT,KD04,0001,no_data,no_data,no_data,no_data
161,161,03-CTT-KD04-0002,Топливная система,03-CTT-KD04,first03-CTT-KD04-0002,first03,CTT,KD04,0002,no_data,no_data,no_data,no_data
