,Unnamed: 0,Техническое место,Название технического места,level_upper,code,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8
4590,4590,03-ZIF-ORPO-UIZM-VE22,Уст-ка вентиляц. радиальная поз.В-51.1.1,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE22,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4591,4591,03-ZIF-ORPO-UIZM-VE23,Уст-ка вентиляц. радиальная поз.В-51.1.2,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE23,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4592,4592,03-ZIF-ORPO-UIZM-VE24,Уст-ка вентиляц. радиальная поз.В-52.1.1,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE24,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4593,4593,03-ZIF-ORPO-UIZM-VE25,Уст-ка вентиляц. радиальная поз.В-52.1.2,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE25,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4594,4594,03-ZIF-ORPO-UIZM-VE26,Уст-ка вентиляц. радиальная поз.В-72.1,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE26,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4595,4595,03-ZIF-ORPO-UIZM-VE27,Уст-ка вентиляц. радиальная поз.В-72.2,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE27,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4596,4596,03-ZIF-ORPO-UIZM-VE28,Уст-ка вентиляц. радиальная поз.В-73,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE28,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4597,4597,03-ZIF-ORPO-UIZM-VE29,Уст-ка вентиляц. радиальная поз.В-94,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE29,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4598,4598,03-ZIF-ORPO-UIZM-VE30,Уст-ка вентиляц. радиальная поз.В-94,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE30,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4599,4599,03-ZIF-ORPO-UIZM-VE31,Уст-ка вентиляц. радиальная поз.В-97,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE31,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4600,4600,03-ZIF-ORPO-UIZM-VE32,Уст-ка вентиляц. радиальная поз.В-98,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE32,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4601,4601,03-ZIF-ORPO-UIZM-VE33,Уст-ка вентиляц. радиальная поз.В-99,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE33,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4602,4602,03-ZIF-ORPO-UIZM-VE34,Установка вентиляц. осевая поз.П-1.1,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE34,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4603,4603,03-ZIF-ORPO-UIZM-VE35,Установка вентиляц. осевая поз.П-1.2,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE35,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4604,4604,03-ZIF-ORPO-UIZM-VE36,Установка вентиляц. осевая поз.П-1.3,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE36,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4605,4605,03-ZIF-ORPO-UIZM-VE37,Установка вентиляц. осевая поз.П-1.4,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE37,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4606,4606,03-ZIF-ORPO-UIZM-VE38,Установка вентиляц. осевая поз.П-1.5,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE38,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4607,4607,03-ZIF-ORPO-UIZM-VE39,Установка вентиляц. осевая поз.П-1.6,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE39,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4608,4608,03-ZIF-ORPO-UIZM-VE40,Установка вентил. приточная поз.П-23,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE40,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4609,4609,03-ZIF-ORPO-UIZM-VE41,Установка вентил. приточная поз.П-25,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE41,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4610,4610,03-ZIF-ORPO-UIZM-VE42,Установка вентил. приточная поз.П-В24,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE42,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4611,4611,03-ZIF-ORPO-UIZM-VE43,Уст-ка вент рад пылевой поз.В-2,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE43,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4612,4612,03-ZIF-ORPO-UIZM-VE44,Уст-ка вентиляц. радиальная поз. В-2,03-ZIF-ORPO-UIZM-VENT,first03-ZIF-ORPO-UIZM-VE44,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4613,4613,03-ZIF-ORPO-UIZM-VENT,Вентиляторы,03-ZIF-ORPO-UIZM,first03-ZIF-ORPO-UIZM-VENT,first03,ZIF,ORPO,UIZM,no_data,no_data,no_data,no_data
4614,4614,03-ZIF-ORPO-UIZR,Участок измельчения. Расширение,03-ZIF-ORPO,first03-ZIF-ORPO-UIZR,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4615,4615,03-ZIF-ORPO-UIZR-CN01,Конвейер ленточный №3 поз.220,03-ZIF-ORPO-UIZR-CONV,first03-ZIF-ORPO-UIZR-CN01,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4616,4616,03-ZIF-ORPO-UIZR-CN02,Конвейер ленточный №4 поз.221,03-ZIF-ORPO-UIZR-CONV,first03-ZIF-ORPO-UIZR-CN02,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4617,4617,03-ZIF-ORPO-UIZR-CN03,Конвейер ленточный №5 поз.224,03-ZIF-ORPO-UIZR-CONV,first03-ZIF-ORPO-UIZR-CN03,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4618,4618,03-ZIF-ORPO-UIZR-CN03-KI01,Весы конвейерные непрер. дейст 224-(ЛК5),03-ZIF-ORPO-UIZR-CN03-KIPA,first03-ZIF-ORPO-UIZR-CN03-KI01,first03,ZIF,ORPO,UIZR,KI01,no_data,no_data,no_data
4619,4619,03-ZIF-ORPO-UIZR-CN03-KIPA,Оборудование КИПиА,03-ZIF-ORPO-UIZR-CN03,first03-ZIF-ORPO-UIZR-CN03-KIPA,first03,ZIF,ORPO,UIZR,KIPA,no_data,no_data,no_data
4620,4620,03-ZIF-ORPO-UIZR-CN04,Конвеер ленточный КЛС800/5000 поз 226а-4,03-ZIF-ORPO-UIZR-CONV,first03-ZIF-ORPO-UIZR-CN04,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4621,4621,03-ZIF-ORPO-UIZR-CN05,Конвеер ленточный КЛС800/3000 поз226а-3,03-ZIF-ORPO-UIZR-CONV,first03-ZIF-ORPO-UIZR-CN05,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4622,4622,03-ZIF-ORPO-UIZR-CN06,Конвейер ленточный поз.224-2,03-ZIF-ORPO-UIZR-CONV,first03-ZIF-ORPO-UIZR-CN06,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4623,4623,03-ZIF-ORPO-UIZR-CN07,Конвейер ленточный поз.224-3,03-ZIF-ORPO-UIZR-CONV,first03-ZIF-ORPO-UIZR-CN07,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4624,4624,03-ZIF-ORPO-UIZR-CONV,Оборудование транспортно-конвейерное,03-ZIF-ORPO-UIZR,first03-ZIF-ORPO-UIZR-CONV,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4625,4625,03-ZIF-ORPO-UIZR-GROH,Участок грохочения и классификации,03-ZIF-ORPO-UIZR,first03-ZIF-ORPO-UIZR-GROH,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4626,4626,03-ZIF-ORPO-UIZR-GROH-SI01,Грохот инерционный поз. 224-4,03-ZIF-ORPO-UIZR-GROH-SIZE,first03-ZIF-ORPO-UIZR-GROH-SI01,first03,ZIF,ORPO,UIZR,SI01,no_data,no_data,no_data
4627,4627,03-ZIF-ORPO-UIZR-GROH-SIZE,Оборуд-е для классификации по крупности,03-ZIF-ORPO-UIZR-GROH,first03-ZIF-ORPO-UIZR-GROH-SIZE,first03,ZIF,ORPO,UIZR,SIZE,no_data,no_data,no_data
4628,4628,03-ZIF-ORPO-UIZR-GT01,Короб подбутарн. продукта МШЦ поз.15A-2,03-ZIF-ORPO-UIZR-GUTT,first03-ZIF-ORPO-UIZR-GT01,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4629,4629,03-ZIF-ORPO-UIZR-GT02,Желоб подбутарн. продукта МШЦ поз.15C-2,03-ZIF-ORPO-UIZR-GUTT,first03-ZIF-ORPO-UIZR-GT02,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4630,4630,03-ZIF-ORPO-UIZR-GT03,Короб загрузочный мельницы МШЦ 15Е-2,03-ZIF-ORPO-UIZR-GUTT,first03-ZIF-ORPO-UIZR-GT03,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4631,4631,03-ZIF-ORPO-UIZR-GUTT,Короба и желоба,03-ZIF-ORPO-UIZR,first03-ZIF-ORPO-UIZR-GUTT,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4632,4632,03-ZIF-ORPO-UIZR-HC01,Гидроциклон поз.19-1,03-ZIF-ORPO-UIZR-HCCL,first03-ZIF-ORPO-UIZR-HC01,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4633,4633,03-ZIF-ORPO-UIZR-HC02,Гидроциклон поз.19-2,03-ZIF-ORPO-UIZR-HCCL,first03-ZIF-ORPO-UIZR-HC02,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4634,4634,03-ZIF-ORPO-UIZR-HC03,Гидроциклон поз.19-3,03-ZIF-ORPO-UIZR-HCCL,first03-ZIF-ORPO-UIZR-HC03,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4635,4635,03-ZIF-ORPO-UIZR-HCCL,Гидроциклоны,03-ZIF-ORPO-UIZR,first03-ZIF-ORPO-UIZR-HCCL,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4636,4636,03-ZIF-ORPO-UIZR-LF01,Кран мостовой поз.147-2,03-ZIF-ORPO-UIZR-LIFT,first03-ZIF-ORPO-UIZR-LF01,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4637,4637,03-ZIF-ORPO-UIZR-LIFT,Оборудование грузоподъемное,03-ZIF-ORPO-UIZR,first03-ZIF-ORPO-UIZR-LIFT,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4638,4638,03-ZIF-ORPO-UIZR-MILL,Оборудование дробильно-размольное,03-ZIF-ORPO-UIZR,first03-ZIF-ORPO-UIZR-MILL,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4639,4639,03-ZIF-ORPO-UIZR-MILL-TRNS,Трансформаторы,03-ZIF-ORPO-UIZR-MILL,first03-ZIF-ORPO-UIZR-MILL-TRNS,first03,ZIF,ORPO,UIZR,TRNS,no_data,no_data,no_data
4640,4640,03-ZIF-ORPO-UIZR-MILL-TS01,Подстанция трансформаторная ТП-7; Тр №1,03-ZIF-ORPO-UIZR-MILL-TRNS,first03-ZIF-ORPO-UIZR-MILL-TS01,first03,ZIF,ORPO,UIZR,TS01,no_data,no_data,no_data
4641,4641,03-ZIF-ORPO-UIZR-MILL-TS02,Трансформатор сухой закрытый ТП-7; Тр №2,03-ZIF-ORPO-UIZR-MILL-TRNS,first03-ZIF-ORPO-UIZR-MILL-TS02,first03,ZIF,ORPO,UIZR,TS02,no_data,no_data,no_data
4642,4642,03-ZIF-ORPO-UIZR-ML01,Мельница поз.15-2,03-ZIF-ORPO-UIZR-MILL,first03-ZIF-ORPO-UIZR-ML01,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4643,4643,03-ZIF-ORPO-UIZR-ML01-KI01,Манометр электронный поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI01,first03,ZIF,ORPO,UIZR,KI01,no_data,no_data,no_data
4644,4644,03-ZIF-ORPO-UIZR-ML01-KI02,Преобразователь давления измер. поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI02,first03,ZIF,ORPO,UIZR,KI02,no_data,no_data,no_data
4645,4645,03-ZIF-ORPO-UIZR-ML01-KI03,Преобразователь давления измер. поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI03,first03,ZIF,ORPO,UIZR,KI03,no_data,no_data,no_data
4646,4646,03-ZIF-ORPO-UIZR-ML01-KI04,Преобразователь давления измер. поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI04,first03,ZIF,ORPO,UIZR,KI04,no_data,no_data,no_data
4647,4647,03-ZIF-ORPO-UIZR-ML01-KI05,Расходомер электромагнитный поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI05,first03,ZIF,ORPO,UIZR,KI05,no_data,no_data,no_data
4648,4648,03-ZIF-ORPO-UIZR-ML01-KI06,Расходомер электромагнитный поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI06,first03,ZIF,ORPO,UIZR,KI06,no_data,no_data,no_data
4649,4649,03-ZIF-ORPO-UIZR-ML01-KI07,Расходомер электромагнитный поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI07,first03,ZIF,ORPO,UIZR,KI07,no_data,no_data,no_data
4650,4650,03-ZIF-ORPO-UIZR-ML01-KI08,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI08,first03,ZIF,ORPO,UIZR,KI08,no_data,no_data,no_data
4651,4651,03-ZIF-ORPO-UIZR-ML01-KI09,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI09,first03,ZIF,ORPO,UIZR,KI09,no_data,no_data,no_data
4652,4652,03-ZIF-ORPO-UIZR-ML01-KI10,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI10,first03,ZIF,ORPO,UIZR,KI10,no_data,no_data,no_data
4653,4653,03-ZIF-ORPO-UIZR-ML01-KI11,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI11,first03,ZIF,ORPO,UIZR,KI11,no_data,no_data,no_data
4654,4654,03-ZIF-ORPO-UIZR-ML01-KI12,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI12,first03,ZIF,ORPO,UIZR,KI12,no_data,no_data,no_data
4655,4655,03-ZIF-ORPO-UIZR-ML01-KI13,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI13,first03,ZIF,ORPO,UIZR,KI13,no_data,no_data,no_data
4656,4656,03-ZIF-ORPO-UIZR-ML01-KI14,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI14,first03,ZIF,ORPO,UIZR,KI14,no_data,no_data,no_data
4657,4657,03-ZIF-ORPO-UIZR-ML01-KI15,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI15,first03,ZIF,ORPO,UIZR,KI15,no_data,no_data,no_data
4658,4658,03-ZIF-ORPO-UIZR-ML01-KI16,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI16,first03,ZIF,ORPO,UIZR,KI16,no_data,no_data,no_data
4659,4659,03-ZIF-ORPO-UIZR-ML01-KI17,Термопреобразователи сопрот. Cu поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI17,first03,ZIF,ORPO,UIZR,KI17,no_data,no_data,no_data
4660,4660,03-ZIF-ORPO-UIZR-ML01-KI18,Термопреобразователи цифровые поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI18,first03,ZIF,ORPO,UIZR,KI18,no_data,no_data,no_data
4661,4661,03-ZIF-ORPO-UIZR-ML01-KI19,Термопреобразователи цифровые поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI19,first03,ZIF,ORPO,UIZR,KI19,no_data,no_data,no_data
4662,4662,03-ZIF-ORPO-UIZR-ML01-KI20,Термопреобразователи цифровые поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI20,first03,ZIF,ORPO,UIZR,KI20,no_data,no_data,no_data
4663,4663,03-ZIF-ORPO-UIZR-ML01-KI21,Термопреобразователи цифровые поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI21,first03,ZIF,ORPO,UIZR,KI21,no_data,no_data,no_data
4664,4664,03-ZIF-ORPO-UIZR-ML01-KI22,Термопреобразователи цифровые поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI22,first03,ZIF,ORPO,UIZR,KI22,no_data,no_data,no_data
4665,4665,03-ZIF-ORPO-UIZR-ML01-KI23,Термопреобразователи цифровые поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI23,first03,ZIF,ORPO,UIZR,KI23,no_data,no_data,no_data
4666,4666,03-ZIF-ORPO-UIZR-ML01-KI24,Манометр диф.пок.ЭКМ Масл насос МШЦ 15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI24,first03,ZIF,ORPO,UIZR,KI24,no_data,no_data,no_data
4667,4667,03-ZIF-ORPO-UIZR-ML01-KI25,Манометр диф.пок.ЭКМ Масл насос МШЦ 15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI25,first03,ZIF,ORPO,UIZR,KI25,no_data,no_data,no_data
4668,4668,03-ZIF-ORPO-UIZR-ML01-KI26,Манометр тех. Масл насос МШЦ поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI26,first03,ZIF,ORPO,UIZR,KI26,no_data,no_data,no_data
4669,4669,03-ZIF-ORPO-UIZR-ML01-KI27,Манометр тех. Масл насос МШЦ поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI27,first03,ZIF,ORPO,UIZR,KI27,no_data,no_data,no_data
4670,4670,03-ZIF-ORPO-UIZR-ML01-KI28,Манометр тех. Масл насос МШЦ поз.15-2,03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI28,first03,ZIF,ORPO,UIZR,KI28,no_data,no_data,no_data
4671,4671,03-ZIF-ORPO-UIZR-ML01-KI29,"Манометр тех. Масл/ст-ция поз.15-2-1,2",03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI29,first03,ZIF,ORPO,UIZR,KI29,no_data,no_data,no_data
4672,4672,03-ZIF-ORPO-UIZR-ML01-KI30,"Манометр тех. Масл/ст-ция поз.15-2-1,2",03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI30,first03,ZIF,ORPO,UIZR,KI30,no_data,no_data,no_data
4673,4673,03-ZIF-ORPO-UIZR-ML01-KI31,"Манометр тех. Масл/ст-ция поз.15-2-1,2",03-ZIF-ORPO-UIZR-ML01-KIPA,first03-ZIF-ORPO-UIZR-ML01-KI31,first03,ZIF,ORPO,UIZR,KI31,no_data,no_data,no_data
4674,4674,03-ZIF-ORPO-UIZR-ML01-KIPA,Оборудование КИПиА,03-ZIF-ORPO-UIZR-ML01,first03-ZIF-ORPO-UIZR-ML01-KIPA,first03,ZIF,ORPO,UIZR,KIPA,no_data,no_data,no_data
4675,4675,03-ZIF-ORPO-UIZR-ML02,Дробилка конусная поз.226,03-ZIF-ORPO-UIZR-MILL,first03-ZIF-ORPO-UIZR-ML02,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4676,4676,03-ZIF-ORPO-UIZR-ML02-KI01,Датчик давления поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI01,first03,ZIF,ORPO,UIZR,KI01,no_data,no_data,no_data
4677,4677,03-ZIF-ORPO-UIZR-ML02-KI02,Датчик давления поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI02,first03,ZIF,ORPO,UIZR,KI02,no_data,no_data,no_data
4678,4678,03-ZIF-ORPO-UIZR-ML02-KI03,Датчик контроля давления поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI03,first03,ZIF,ORPO,UIZR,KI03,no_data,no_data,no_data
4679,4679,03-ZIF-ORPO-UIZR-ML02-KI04,Датчик температуры поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI04,first03,ZIF,ORPO,UIZR,KI04,no_data,no_data,no_data
4680,4680,03-ZIF-ORPO-UIZR-ML02-KI05,Датчик температуры поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI05,first03,ZIF,ORPO,UIZR,KI05,no_data,no_data,no_data
4681,4681,03-ZIF-ORPO-UIZR-ML02-KI06,Датчик температуры поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI06,first03,ZIF,ORPO,UIZR,KI06,no_data,no_data,no_data
4682,4682,03-ZIF-ORPO-UIZR-ML02-KI07,Индикатор засорения фильтра поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI07,first03,ZIF,ORPO,UIZR,KI07,no_data,no_data,no_data
4683,4683,03-ZIF-ORPO-UIZR-ML02-KI08,Индуктивный датчик поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI08,first03,ZIF,ORPO,UIZR,KI08,no_data,no_data,no_data
4684,4684,03-ZIF-ORPO-UIZR-ML02-KI09,Индуктивный датчик поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI09,first03,ZIF,ORPO,UIZR,KI09,no_data,no_data,no_data
4685,4685,03-ZIF-ORPO-UIZR-ML02-KI10,Поплавковый выключатель поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI10,first03,ZIF,ORPO,UIZR,KI10,no_data,no_data,no_data
4686,4686,03-ZIF-ORPO-UIZR-ML02-KI11,Поплавковый выключатель поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI11,first03,ZIF,ORPO,UIZR,KI11,no_data,no_data,no_data
4687,4687,03-ZIF-ORPO-UIZR-ML02-KI12,Указатель засорения фильтра поз.226,03-ZIF-ORPO-UIZR-ML02-KIPA,first03-ZIF-ORPO-UIZR-ML02-KI12,first03,ZIF,ORPO,UIZR,KI12,no_data,no_data,no_data
4688,4688,03-ZIF-ORPO-UIZR-ML02-KIPA,Оборудование КИПиА,03-ZIF-ORPO-UIZR-ML02,first03-ZIF-ORPO-UIZR-ML02-KIPA,first03,ZIF,ORPO,UIZR,KIPA,no_data,no_data,no_data
4689,4689,03-ZIF-ORPO-UIZR-ML03,Течка разгрузки с дробилки поз.226В,03-ZIF-ORPO-UIZR-MILL,first03-ZIF-ORPO-UIZR-ML03,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4690,4690,03-ZIF-ORPO-UIZR-ML04,Дробилка конусная поз.226А,03-ZIF-ORPO-UIZR-MILL,first03-ZIF-ORPO-UIZR-ML04,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4691,4691,03-ZIF-ORPO-UIZR-PI01,Трубопровод всаса насосов поз.18,03-ZIF-ORPO-UIZR-PIPE,first03-ZIF-ORPO-UIZR-PI01,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4692,4692,03-ZIF-ORPO-UIZR-PI02,Трубопровод концентр. расшир. поз.18,03-ZIF-ORPO-UIZR-PIPE,first03-ZIF-ORPO-UIZR-PI02,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4693,4693,03-ZIF-ORPO-UIZR-PI03,"Трубопровод слива гидроцикл. поз.19-1,2",03-ZIF-ORPO-UIZR-PIPE,first03-ZIF-ORPO-UIZR-PI03,first03,ZIF,ORPO,UIZR,no_data,no_data,no_data,no_data
4694,4694,03-ZIF-ORPO-UIZR-PI03-KI01,"Датчик абсолютного давления поз.19-1,2",03-ZIF-ORPO-UIZR-PI03-KIPA,first03-ZIF-ORPO-UIZR-PI03-KI01,first03,ZIF,ORPO,UIZR,KI01,no_data,no_data,no_data
4695,4695,03-ZIF-ORPO-UIZR-PI03-KI02,"Конвертор сигналов поз.19-1,2",03-ZIF-ORPO-UIZR-PI03-KIPA,first03-ZIF-ORPO-UIZR-PI03-KI02,first03,ZIF,ORPO,UIZR,KI02,no_data,no_data,no_data
4696,4696,03-ZIF-ORPO-UIZR-PI03-KI03,"Первичный преобразователь поз.19-1,2",03-ZIF-ORPO-UIZR-PI03-KIPA,first03-ZIF-ORPO-UIZR-PI03-KI03,first03,ZIF,ORPO,UIZR,KI03,no_data,no_data,no_data
