,Unnamed: 0,Планир. завод,ГрупПлановик,Сообщение,Вид заказа,Вид работы ТОРО,ВремяРемПростояЗкз,БазисСрокНачала,БазисСрокКонца,Заказ,Ссылочная дата,Ссылочное время,Дата изменения,Рабочее место,Резерв./заявка,Тип заказа,ПроизвУчасток,БЕ,Дата ввода,ПоказанСчетчика,Факт. деблокир.,ФактичСрокКонца,Факт.окончание,Общий расчет,ОбщЗатраты/факт,ОбщЗатраты/план,ЗапланКонец,БазисВремяКонца,Конец: время,Бизнес-сфера,ФактСрокНачала,ЗапланНачало,ФактНчл/Врем,Время начала,Время начала.1,История с,СхемаКальк,ТоргДокумент,Позиция,КЕ,Ответств. МВЗ,Ведущий заказ,Метка удаления,ДатаЗаверш,ЕстьПодробТекст,ВышестоящЗаказ,Базисная ЕИ,Количество,Помещение,Имя списка,Плановая дата,Номер объекта,СписОбъект,ГрПлан/Техкарта,ИндПланирЗаказа,СчтГрупТехкарт,Группа,Почтовый индекс,МВП,Приоритет,СПП-элемент,Регион,Ревизия,Серийный номер,Материал,НазвСервПродукт,СервиснПродукт,Сектор,Сектор - Сбыт,Местоположение,Улица,ЗаводРасплТехОб,ПредварЗатраты,ПользовСтатус,Группа сбыта,СбытовОрганизац,СбытовОрганизац - Сб,ВышестОперация,Канал сбыта,Канал сбыта - Сбыт,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Завод,Код надбавки,Ид. причины,Причина корр-ки,ИндНаличПрикрДокум,ИмеютсяНеСоглЗапросы,ПериодРемCAPEX(мес),Класс ЕО,ПрочиеФакт,ПрочиеПлан,БюджетФактИтог,БюджетПланИтог,МТР ФактИтог,МТР ПланИтог,Стоимость новой ЕО,ТЗРФакт,ТЗРПлан,ОбщееВремяПростояЗкз,ОборудованиеНаГарант,Инд. статуса «ФИКС»,Отв. сотрудн. таб. №,НаименованиеКлассаЕО,МТРподр,НеобходимНарядДопуск,СтатВыдачиРазрешений,СистСтатСообщТОРО,КапитализирРемонт,Исходная стоимость,Дефицит,Требуемая стоимость,СППДефицит,%СтоимРемФСтоимНовЕО,%СтоимРемПСтоимНовЕО,СистСтатус,ВремяРемПростояТК,ОбщееВремяПростояТК,ВремяТехнПростояТК,Заказано УСО,Описание,Краткий текст,СистемнСтатус,Отв. сотрудник ФИО,ПользСтатус,ОбщСумма (План),ОбщаяСумма(Фкт),ФОТПлан,ФОТФакт,МатериалыПлан,МатериалыФакт,ЗапчастиПлан,ЗапчастиФакт,УСОПоРемонтуПлан,УСОПоРемонтуФакт,Ед. оборудов.,Техместо,Описание.1,СПП-ЗаголЗаказа,Отв. раб.место,МВЗ,ВремяТехнПростояЗкз,Фактический простой,Принято УСО,ПредвЗарегистрирУСО,user_status,utvg,tkbe,utvm
4623,4623,1100,100.0,7100293427.0,APP1,КР,52.0,2022-01-01,2022-01-03,1100290517,2022-01-01,23:59:59,2021-12-29,,3,30,,1100,2020-11-27,,2021-11-10,,00:00:00,0,0.0,5065884.72,2022-01-03,04:00:00,04:00:00,,,2022-01-01,00:00:00,00:00:00,00:00:00,,PP-PC1,,0,1000,,,,,,,,0,215603.0,,,OR001100290517,366 476,,1.0,,,,,,,,,,,,,,,,,1105,0,ПЛАН КРМТ МТРЦ СРОЧ ТРКБ УТВГ,,,,,,,RUB,,,1100,,МТР,Увеличение стоимости МТР,,,30,S00,0,0,0.0,4623286.2,0.0,4623286.2,0.0,0.0,0,52.0,,,,Узлы,,,0. Разрешений нет,СОРА ЗКПР,X,0.0,4623286.2,4623286.2,LT-1100-2022-2-012-01-03,0,0,ДЕБЛ ПКАЛ ПРВВ ОШОЗ НКС ДМНП,0.0,0.0,0,0.0,Коробка передач №2BE06323,785C №448 - КПП_ 2BE06358 по ДВ,ДЕБЛ ДМНП НКС  ОШОЗ ПКАЛ ПРВВ,,ПЛАН УТВГ ТРКБ СРОЧ МТРЦ КРМТ,5065884.72,0.0,442598.52,0.0,0.0,0.0,4623286.2,0.0,0.0,0.0,100000038813.0,11-RUD-CGTR-SEBT-CC47,Самосвал карьерный №448,,C-OGM,1113011620,0,0.0,0.0,0.0,"['ПЛАН', 'КРМТ', 'МТРЦ', 'СРОЧ', 'ТРКБ', 'УТВГ']",1,0,0
30990,30990,1100,100.0,7100381459.0,APP1,ТО1,4.14,2022-01-01,2022-01-01,1100380459,2022-01-04,17:06:26,2022-01-04,11400422.0,3,30,,1100,2021-03-24,,2021-09-30,2022-01-01,18:04:24,0,126856.53,146239.81,2022-01-01,18:04:00,18:04:24,,2022-01-01,2022-01-01,13:56:00,13:56:00,13:56:00,,PP-PC1,,0,1000,,,,2022-01-04,,,,0,7816.0,,2022-04-05,OR001100380459,496 547,100.0,1.0,О1,A0000001,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ ПЗТГ СРОЧ ТКБЕ*,,,,,,,RUB,160549.0,100000059375.0,1100,,,,,,0,E01_01,0,0,91108.19,110491.47,91108.19,110491.47,66061528.33,0.0,0,4.14,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,4.25,4.25,0,0.0,Самосвал карьерный 785C №422,ТО1 Самосвал CAT 785C №422,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП СРОЧ МТРЦ ТКБЕ ПЗТГ,146239.81,126856.53,35748.34,35748.34,70888.27,47951.59,39603.2,43156.6,0.0,0.0,100000065974.0,11-RUD-CGTR-SEBT-CC21,Самосвал карьерный №422,LT-1100-2022-2-012-02,C-CRGTOV,1113011620,0,4.14,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'ПЗТГ', 'СРОЧ', 'ТКБЕ*']",0,1,0
8393,8393,1100,800.0,7100463598.0,APP1,ТО2,4.0,2022-01-01,2022-01-01,1100466470,2021-12-13,14:16:23,2021-12-13,,2,30,,1100,2021-07-13,,,,00:00:00,0,0.0,0.0,2022-01-01,13:00:00,13:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,1144111223.0,,X,2021-12-13,,,,0,261124.0,,2022-01-01,OR001100466470,634 406,100.0,1.0,О2,A0005137,,ZZ00005000,,,,,,,,,,,,,1105,0,СГГС ГОД,,,,,,,RUB,165373.0,100000062017.0,1100,,,,,,0,S00,0,0,0.0,0.0,0.0,0.0,8322363.9,0.0,0,4.0,,,,Узлы,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,4.0,4.0,0,0.0,Грузоподъемное оборудование,Кран-трубоукладчик №19ТР (ГПМ) ТО,ЗАКР KKMP ДМНП МТКУ НЕВЫ ПКАЛ,,СГГС ГОД,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000058515.0,11-RUD-CGTR-SETT-UCTT-LF01,Кран-трубоукладчик №19ТР,LT-1100-2022-2-071-02,C-URGPM,1114011523,0,0.0,0.0,0.0,"['СГГС', 'ГОД']",0,0,0
30037,30037,1100,100.0,7100320224.0,APP1,ТО3,9.7,2022-01-01,2022-01-01,1100317314,2021-12-22,11:31:17,2021-12-22,,2,30,,1100,2020-11-27,,,,00:00:00,0,0.0,100897.56,2022-01-01,09:42:00,09:42:00,,,2022-01-01,00:00:00,00:00:00,00:00:00,,PP-PC1,,0,1000,,,X,,,,,0,7803.0,,,OR001100317314,393 302,,1.0,,,,,,,,,,,,,,,,,1105,0,СГПЛ ГИП  ГОД  ПЗТГ УТВГ,,,,,,,RUB,,,1100,,,,,,0,E05_01,0,0,0.0,0.0,0.0,0.0,17022134.84,0.0,0,9.7,,,,Бульдозеры колесные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,1,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,0.0,0.0,0,0.0,Бульдозер WD600-6 №207,ТО3 Бульдозер Komatsu WD600-6 №207,ЗАКР KKMP ДМНП МТКУ НЕВЫ ПКАЛ,,СГПЛ ГОД УТВГ ГИП ПЗТГ,100897.56,0.0,100897.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065962.0,11-RUD-CGTR-SETT-UDOT-BZ03,Бульдозер колесный №207,LT-1100-2022-2-006-02,C-OGM,1114011123,0,0.0,0.0,0.0,"['СГПЛ', 'ГИП', '', 'ГОД', '', 'ПЗТГ', 'УТВГ']",1,0,0
15932,15932,1100,100.0,7200143349.0,APP1,ТР,5.0,2022-01-01,2022-01-01,1100302335,2022-01-02,21:23:11,2022-01-02,,3,30,,1100,2020-11-27,,2022-01-02,2022-01-01,06:00:00,0,86574.96,82258.26,2022-01-01,06:00:00,06:00:00,,2022-01-01,2022-01-01,01:00:00,01:00:00,01:00:00,,PP-PC1,,0,1000,,,,,,,,0,5204.0,,,OR001100302335,378 254,,1.0,,,,ZZ00005000,,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ НЕД  ПЗТГ УТВГ*,,,,,,,RUB,,,1100,,,,,,0,E01_01,0,0,44017.4,39700.7,44017.4,39700.7,65254328.74,0.0,0,5.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,0.0,0.0,0,0.0,Самосвал карьерный 785C №429,В429 Р/К на 250 м/ч после КР ДВС,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС ГОД УТВГ МЕС УТВМ НЕД УТВН ГИП МТРЦ ПЗТГ,82258.26,86574.96,42557.56,42557.56,0.0,0.0,39700.7,44017.4,0.0,0.0,100000062383.0,11-RUD-CGTR-SEBT-CC28,Самосвал карьерный №429,LT-1100-2022-2-012-02,C-CRGTOV,1113011620,0,9.78,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'УТВГ*']",0,0,0
30379,30379,1100,100.0,7100384180.0,APP1,ТР,60.0,2022-01-01,2022-01-03,1100383170,2022-01-01,09:00:00,2021-12-30,11400423.0,2,30,,1100,2021-04-01,,,,00:00:00,0,0.0,297902.85,2022-01-03,21:00:00,20:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,7809.0,,2022-01-04,OR001100383170,502 054,100.0,1.0,ТР,A0000001,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  НЕД  ПЗТГ УТВГ УТВМ,,,,,,,RUB,163708.0,100000061197.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,66635130.24,0.0,0,60.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Самосвал карьерный 785C №423,ТР самосвала 785C,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ МЕС УТВМ НЕД ГИП ПЗТГ,297902.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065967.0,11-RUD-CGTR-SEBT-CC22,Самосвал карьерный №423,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'НЕД', '', 'ПЗТГ', 'УТВГ', 'УТВМ']",1,0,1
19939,19939,1100,100.0,7100382639.0,APP1,КР,528.0,2022-01-01,2022-01-23,1100381651,2022-01-01,09:00:00,2022-01-20,11810721.0,3,30,,1100,2021-03-31,,2022-01-20,,00:00:00,0,0.0,1297903.85,2022-01-20,09:00:00,13:37:34,,,2022-01-10,00:00:00,09:00:00,17:59:58,,PP-PC1,,0,1000,,,,,,,,0,7301.0,,2022-01-08,OR001100381651,500 463,100.0,1.0,ТР,A0003596,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  КРМТ МЕС  МТРЦ НЕД  ПЗТГ*,,,,,,,RUB,163686.0,100000061165.0,1100,,,,,,13,E01_01,0,0,0.0,1000001.0,0.0,0.0,115803021.74,0.0,0,528.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,X,0.0,0.0,0.0,,0,1,ДЕБЛ ПКАЛ ПРВВ ОШОЗ НКС ДВМА ДМНП,35.0,35.0,0,0.0,Самосвал карьерный 793D №721,КР переход с 2021г. самосвала 793D,ДЕБЛ ДВМА ДМНП НКС  ОШОЗ ПКАЛ ПРВВ,,СГГС ГОД УТВП МЕС УТВМ НЕД УТВН ГИП СРОЧ МТРЦ ТКБЕ КРМТ ПЗТГ,1297903.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,1000001.0,0.0,100000065536.0,11-RUD-CGTR-SEBT-CD20,Самосвал карьерный №721,LT-1100-2022-2-012-01-03,C-OGM,1113011920,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'КРМТ', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ*']",0,0,0
26051,26051,1100,100.0,7100380556.0,APP1,ТО3,8.1,2022-01-01,2022-01-01,1100379566,2021-12-30,09:20:32,2021-12-30,11400535.0,3,30,,1100,2021-03-24,,2021-09-30,,00:00:00,0,0.0,245824.02,2022-01-01,17:06:00,17:06:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-30,,,,0,7434.0,,2022-05-20,OR001100379566,495 654,100.0,1.0,О3,A0000001,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ СРОЧ ТКБЕ УТВГ*,,,,,,,RUB,159799.0,100000058916.0,1100,,,,,,12,E01_01,0,0,0.0,164539.12,0.0,164539.12,82355655.73,0.0,0,8.1,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР ПКАЛ ПРВВ МТКУ ДМНП,8.1,8.1,0,0.0,Самосвал карьерный 785C №535,Техническое обслуживание 3,ЗАКР ДМНП МТКУ ПКАЛ ПРВВ,,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП СРОЧ МТРЦ ТКБЕ,245824.02,0.0,81284.9,0.0,56007.97,0.0,108531.15,0.0,0.0,0.0,100000065636.0,11-RUD-CGTR-SEBT-CC83,Самосвал карьерный №535,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВГ*']",0,1,0
19940,19940,1100,100.0,7100379151.0,APP1,ТО1,14.0,2022-01-01,2022-01-01,1100378161,2021-04-01,06:24:40,2021-04-01,11810721.0,2,30,,1100,2021-03-24,,,,00:00:00,0,0.0,174569.12,2022-01-01,23:00:00,23:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-04-01,,,,0,7301.0,,2021-12-11,OR001100378161,494 167,100.0,1.0,О1,A0003596,,,3.0,,,,,,,,,,,,1105,0,ПЛАН МТРЦ ПЗТГ,,,,,,,RUB,158474.0,100000058075.0,1100,,,,,,0,E01_01,0,0,0.0,174569.12,0.0,174569.12,115803021.74,0.0,0,14.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП,5.0,5.0,0,0.0,Самосвал карьерный 793D №721,Техническое обслуживание 1,ЗАКР ДМНП МТКУ НЕВЫ ПКАЛ,,ПЛАН МТРЦ ПЗТГ,174569.12,0.0,0.0,0.0,62410.32,0.0,112158.8,0.0,0.0,0.0,100000065536.0,11-RUD-CGTR-SEBT-CD20,Самосвал карьерный №721,LT-1100-2022-2-012-02,C-OGM,1113011920,0,0.0,0.0,0.0,"['ПЛАН', 'МТРЦ', 'ПЗТГ']",0,0,0
13563,13563,1100,100.0,7100387301.0,APP1,КР,258.0,2022-01-01,2022-01-12,1100386509,2022-01-01,09:00:00,2021-12-28,39060209.0,2,30,,1100,2021-04-13,,,,00:00:00,0,0.0,1.0,2022-01-12,03:00:00,03:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,32622.0,,2022-07-31,OR001100386509,510 571,100.0,1.0,34,A0000366,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  КРМТ МЕС  МТРЦ ТКБЕ УТВМ*,,,,,,,RUB,155797.0,100000056707.0,1100,,,,,,18,E05_02,0,0,0.0,1.0,0.0,0.0,7303152.48,0.0,0,258.0,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОРА ЗКПР,X,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП,258.0,258.0,0,0.0,Бульдозер D375A-5 №209,КР ходовой части,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ ГИП МТРЦ ТКБЕ КРМТ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100000059054.0,11-RUD-CGTR-SETT-UCTT-BZ12,Бульдозер гусеничный №209,LT-1100-2022-2-006-01-01,C-OGM,1114011123,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'КРМТ', 'МЕС', '', 'МТРЦ', 'ТКБЕ', 'УТВМ*']",0,1,0
17977,17977,1100,100.0,7100625512.0,APP1,ТР,480.0,2022-01-01,2022-01-21,1100634157,2022-01-01,09:00:00,2022-01-14,39660010.0,2,30,,1100,2021-12-18,,,,00:00:00,0,0.0,0.0,2022-01-02,09:00:00,06:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,7263.0,,2022-01-17,OR001100634157,877 924,100.0,1.0,ТР,A0003986,,,3.0,,,,,,,,,,,,1105,0,СГГС МЕС  НЕД  ПЗТГ УТВМ УТВН,,,,,,,RUB,125445.0,100000040171.0,1100,,,,,,0,E01_03,0,0,0.0,0.0,0.0,0.0,13704621.43,0.0,0,480.0,,,,Щебнеразбрасыватели,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,21.0,21.0,0,0.0,Щебнеразбрасыватель БЕЛАЗ-7547 №10,Текущий ремонт,ОТКР KKMP ДМНП ПКАЛ,,СГГС МЕС УТВМ НЕД УТВН ПЗТГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065509.0,11-RUD-CGTR-SEBT-SPCT-TN05,Щебнеразбрасыватель №10,LT-1100-2022-2-034-02,C-OGM,1113011823,0,0.0,0.0,0.0,"['СГГС', 'МЕС', '', 'НЕД', '', 'ПЗТГ', 'УТВМ', 'УТВН']",0,0,1
14355,14355,1100,100.0,7100439599.0,APP1,ТР,744.0,2022-01-01,2022-02-01,1100439329,2022-01-01,09:00:00,2022-01-14,39093302.0,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,0.0,2022-01-02,09:00:00,10:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,32631.0,,2022-01-11,OR001100439329,578 259,100.0,1.0,ТР,A0003674,,,3.0,,,,,,,,,,,,1105,0,ПЛАН ГИП  ГОД  КОРР МЕС  ТКБЕ УТВМ УТВН*,,,,,,,RUB,164217.0,100000061457.0,1100,,,,,,0,E05_02,0,0,0.0,0.0,0.0,0.0,17370018.41,0.0,0,744.0,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,25.0,25.0,0,0.0,Бульдозер D85EХ-15 №3302,ТР бульдозера D85,ОТКР KKMP ДМНП ПКАЛ,,ПЛАН ГОД УТВП МЕС УТВМ УТВН ГИП КОРР ТКБЕ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000059062.0,11-RUD-CGTR-SETT-UCTT-BZ29,Бульдозер гусеничный №3302,LT-1100-2022-2-006-02,C-OGM,1114011223,0,0.0,0.0,0.0,"['ПЛАН', 'ГИП', '', 'ГОД', '', 'КОРР', 'МЕС', '', 'ТКБЕ', 'УТВМ', 'УТВН*']",0,1,1
4528,4528,1100,100.0,7100328893.0,APP1,КР,97.2,2022-01-01,2022-01-05,1100325984,2022-01-01,23:59:59,2021-12-13,,2,30,,1100,2020-11-30,,,,00:00:00,0,0.0,21901600.0,2022-01-01,01:12:00,00:00:00,,,2022-01-01,00:00:00,00:00:00,00:00:00,,PP-PC1,,0,1000,,,,,,,,0,215304.0,,,OR001100325984,403 224,,1.0,,,,,,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  КРМТ МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,,,1100,,,,,,30,S01,0,0,0.0,21901600.0,0.0,0.0,41323992.57,0.0,0,97.2,,,,Узлы. ДВС,,,0. Разрешений нет,СОРА ЗКПР,X,0.0,0.0,0.0,,0,53,ОТКР ПКАЛ ДМНП,0.0,0.0,0,0.0,Двигатель внутр.сгорания №8WM03439,Кдвс Самосвал CAT 793D №731,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ КРМТ,21901600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21901600.0,0.0,100000038491.0,11-RUD-CGTR-SEBT-CD30,Самосвал карьерный №731,LT-1100-2022-2-012-01-03,C-OGM,1113011920,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'КРМТ', 'МТРЦ', 'ТКБЕ', 'УТВГ', 'УТВП']",1,1,0
5528,5528,1100,100.0,7100379632.0,APP1,ТО2,19.0,2022-01-01,2022-01-02,1100378632,2021-04-01,06:26:50,2021-04-01,11810753.0,2,30,,1100,2021-03-24,,,,00:00:00,0,0.0,328767.4,2022-01-02,04:00:00,04:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-04-01,,,,0,235834.0,,2021-12-18,OR001100378632,494 673,100.0,1.0,О2,A0003596,,,3.0,,,,,,,,,,,,1105,0,ПЛАН МТРН ПЗТГ,,,,,,,RUB,153288.0,100000055380.0,1100,,,,,,0,E01_01,0,0,0.0,328767.4,0.0,328767.4,134416180.71,0.0,0,19.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП,7.0,7.0,0,0.0,Самосвал карьерный 793D №753,Техническое обслуживание 2,ЗАКР ДМНП МТКУ НЕВЫ ПКАЛ,,ПЛАН МТРН ПЗТГ,328767.4,0.0,0.0,0.0,89719.5,0.0,239047.9,0.0,0.0,0.0,100000054853.0,11-RUD-CGTR-SEBT-CD52,Самосвал карьерный №753,LT-1100-2022-2-012-02,C-OGM,1113011920,0,0.0,0.0,0.0,"['ПЛАН', 'МТРН', 'ПЗТГ']",0,0,0
1672,1672,1100,100.0,7100440200.0,APP1,ТР,35.0,2022-01-01,2022-01-02,1100439894,2022-01-01,09:00:00,2022-01-16,39753838.0,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,0.0,2022-01-02,20:00:00,20:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,108771.0,,2022-01-01,OR001100439894,578 907,100.0,1.0,ТР,A0004102,,,3.0,,,,,,,,,,,,1105,0,ПЛАН ГИП  ГОД  КОРР МЕС  ТКБЕ УТВМ УТВП,,,,,,,RUB,164319.0,100000061559.0,1100,,,,,,0,E05_01,0,0,0.0,0.0,0.0,0.0,9488883.12,0.0,0,35.0,,,,Бульдозеры колесные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Бульдозер К-703МА-12-0П №3808,ТР бульдозера К703,ОТКР KKMP ДМНП ПКАЛ,,ПЛАН ГОД УТВП МЕС УТВМ ГИП КОРР ТКБЕ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000026789.0,11-RUD-CGTR-SETT-UDOT-BZ12,Бульдозер колесный №3808,LT-1100-2022-2-010-02,C-OGM,1114021123,0,0.0,0.0,0.0,"['ПЛАН', 'ГИП', '', 'ГОД', '', 'КОРР', 'МЕС', '', 'ТКБЕ', 'УТВМ', 'УТВП']",0,1,1
26855,26855,1100,100.0,7100385072.0,APP1,ТР,50.0,2022-01-01,2022-01-03,1100384085,2022-01-01,09:00:00,2021-12-30,11800606.0,2,30,,1100,2021-04-01,,,,00:00:00,0,0.0,297902.85,2022-01-03,11:00:00,11:00:00,,,2022-01-01,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,7442.0,,2022-01-04,OR001100384085,503 404,100.0,1.0,ТР,A0003679,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  НЕД  ПЗТГ ТКБЕ УТВМ*,,,,,,,RUB,163836.0,100000061325.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,56645491.56,0.0,0,50.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,1,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Самосвал карьерный 830E-1AC №606,ТР самосвала 830E,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ НЕД ГИП ТКБЕ ПЗТГ,297902.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065645.0,11-RUD-CGTR-SEBT-KE06,Самосвал карьерный №606,LT-1100-2022-2-012-02,C-OGM,1113011720,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'НЕД', '', 'ПЗТГ', 'ТКБЕ', 'УТВМ*']",0,1,0
