,Unnamed: 0_x,teh_mesto,Название технического места,level_upper,code,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,Unnamed: 0_y,ЗаводРасплТехОб,Ед. оборудов.,Описание,ГрупПлановик,Поле сортировки,Описание.1,МВЗ,Тип ЕО,ДатаВводЭкспл,СПП-элемент,Завод
80,22167,11-RUD-BLAG-UGBL-E105,Экскаватор электрический №02,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E105,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,60856,1105,100000043531,Рукоять,100.0,2,Экскаватор электрический №02,1112011420.0,O,2008-02-19,,
81,22167,11-RUD-BLAG-UGBL-E105,Экскаватор электрический №02,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E105,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,60857,1105,100000043560,Стрела,100.0,2,Экскаватор электрический №02,1112011420.0,O,2008-02-19,,
82,22167,11-RUD-BLAG-UGBL-E105,Экскаватор электрический №02,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E105,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,60858,1105,100000043682,Ковш,100.0,2,Экскаватор электрический №02,1112011420.0,O,2008-02-19,,
83,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44203,1105,100000043272,Генератор постоянного тока,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
84,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44204,1105,100000043300,Генератор привода поворота,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
85,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44205,1105,100000043328,Генератор привода подъема,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
86,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44206,1105,100000043357,Генератор привода тяги,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
87,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44207,1105,100000043383,Генератор собственных нужд,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
88,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44208,1105,100000043582,ЭД асинх,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
89,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44209,1105,100000043606,ЭД асинх,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
90,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44210,1105,100000043629,ЭД асинх,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
91,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44211,1105,100000043653,ЭД асинх,200.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
92,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,44214,1105,100000062738,Экскаватор электрический ЭКГ-10 №30,100.0,30,Экскаватор электрический №30,1112011420.0,O,2012-12-31,,
93,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,61900,1105,100000043410,Редуктор лебедки напора,100.0,30,Экскаватор электрический №30,1112011420.0,O,2009-11-30,,
94,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,61901,1105,100000043435,Редуктор лебедки подъема,100.0,30,Экскаватор электрический №30,1112011420.0,O,2009-11-30,,
95,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,61902,1105,100000043457,Редуктор механизма поворота,100.0,30,Экскаватор электрический №30,1112011420.0,O,2009-11-30,,
96,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,61903,1105,100000043481,Редуктор ходового механизма левый,100.0,30,Экскаватор электрический №30,1112011420.0,O,2009-11-30,,
97,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,61904,1105,100000043503,Редуктор ходового механизма правый,100.0,30,Экскаватор электрический №30,1112011420.0,O,2009-11-30,,
98,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,61905,1105,100000043528,Рукоять,100.0,30,Экскаватор электрический №30,1112011420.0,O,2009-11-30,,
99,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,61906,1105,100000043557,Стрела,100.0,30,Экскаватор электрический №30,1112011420.0,O,2009-11-30,,
100,22171,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,first11-RUD-BLAG-UGBL-E106,first11,RUD,BLAG,UGBL,no_data,no_data,no_data,no_data,62974,1105,100000096362,Ковш,100.0,30,Экскаватор электрический №30,1112011420.0,O,2021-12-12,,
